"pval"	"apval"	"SBS1"	"SBS2"	"SBS5"	"SBS18"	"SBS45"	"SBS31"
"SAMPLE586"	0.248003445713844	1	15.1779991540911	16.7343792604293	228.941803153109	97.2493636570073	87.8964547753636	0
"SAMPLE986"	0.248181209867575	1	18.0059926939223	19.16248233916	203.012402861036	122.211628343194	83.6074937626876	0
"SAMPLE363"	0.251200117385653	1	14.3749329411764	14.7625749266529	236.696057983825	81.0461632520326	99.120270896313	0
"SAMPLE627"	0.252726000656963	1	13.230440175959	0	234.339149634941	112.539698735445	85.8907114536548	0
"SAMPLE584"	0.254899441196903	1	0	15.1111243649034	224.129690940088	128.230864906012	78.5283197889961	0
"SAMPLE918"	0.255269758193699	1	0	15.5908635138903	225.923543702701	114.824741194854	89.660851588555	0
"SAMPLE999"	0.256268617976068	1	0	21.4858895031444	208.599207079904	138.79740165975	77.1175017572016	0
"SAMPLE609"	0.258661848041806	1	12.9960127247721	12.3284343136779	209.775725989855	119.057929881027	91.8418970906678	0
"SAMPLE902"	0.259748907305698	1	0	0	257.05763915314	111.83509489756	77.1072659493004	0
"SAMPLE788"	0.261413815599525	1	12.0329257275625	14.7546572486774	234.06383383216	93.7607631092536	91.3878200823462	0
"SAMPLE516"	0.261493325908271	1	20.7855239700365	0	227.853866565907	117.941369247055	79.4192402170018	0
"SAMPLE290"	0.261769971482635	1	19.1859178004093	0	242.17692911532	109.412196355594	75.2249567286765	0
"SAMPLE625"	0.262040653591976	1	0	0	239.038150393018	138.48887325751	68.4729763494718	0
"SAMPLE23"	0.264703208187312	1	0	14.916212313816	216.007548634612	128.006023719396	87.0702153321758	0
"SAMPLE397"	0.265739835837348	1	0	16.9435982799513	205.795638952806	107.73372659158	115.527036175664	0
"SAMPLE269"	0.266335108730578	1	0	22.0274166846635	210.400751446944	136.021991640689	77.5498402277034	0
"SAMPLE616"	0.26644685574648	1	14.7895177448304	20.5670817022411	225.375929007019	95.872997359642	89.3944741862674	0
"SAMPLE899"	0.267377810525075	1	15.8458193186504	12.2984245492292	191.025838529751	152.203297343844	74.6266202585249	0
"SAMPLE707"	0.269021506956136	1	24.5539546407591	0	251.169477362562	75.9931572592002	94.2834107374789	0
"SAMPLE136"	0.271625480674637	1	19.402870141472	13.1261962584329	215.94487008374	118.63305771648	78.8930057998751	0
"SAMPLE498"	0.272379720536955	1	16.5676586385444	11.1571627166534	209.410736394664	104.570907732904	104.293534517235	0
"SAMPLE634"	0.273512355000817	1	10.242761099572	17.2466458416299	206.946827004622	100.480404905152	111.083361149024	0
"SAMPLE62"	0.273794099965655	1	0	12.7580014122855	222.337794146428	132.084308146955	78.8198962943313	0
"SAMPLE145"	0.273818563329306	1	12.1538767375308	12.9461457428805	226.653797164232	119.320315059271	74.9258652960853	0
"SAMPLE34"	0.273989555758816	1	31.8561460200134	16.966571218766	198.227496405822	125.061032521301	73.8887538340974	0
"SAMPLE889"	0.275612975743974	1	17.5217419629089	14.0026856979376	218.127680489126	105.093554808035	91.2543370419918	0
"SAMPLE805"	0.275720605012008	1	0	12.4856848056747	237.837623906364	107.752293602218	87.9243976857436	0
"SAMPLE601"	0.278351561286175	1	25.5840102507002	18.3461562709971	215.538623698292	99.4926267208421	87.0385830591686	0
"SAMPLE971"	0.278649718353835	1	11.6514772497684	0	248.396986337142	88.7346715414518	97.2168648716383	0
"SAMPLE313"	0.280924115446741	1	0	12.236981953287	218.476408481799	136.251165300796	79.0354442641173	0
"SAMPLE16"	0.283204738708358	1	12.0127104311194	13.1878582008487	238.245606213656	76.7714438703395	105.782381284036	0
"SAMPLE286"	0.283571182753531	1	17.4371712047619	0	234.491681069646	124.636234672607	69.4349130529842	0
"SAMPLE481"	0.283900726355018	1	14.2654830868875	11.6953171257681	206.382764956011	119.657496726488	93.9989381048458	0
"SAMPLE600"	0.284544774419299	1	15.6715811096507	0	232.601763923918	99.9119432290978	97.8147117373339	0
"SAMPLE172"	0.287500625115584	1	17.6490981883364	17.6444717613548	212.12349295653	99.2338159393354	99.3491211544437	0
"SAMPLE395"	0.289198665194703	1	21.3013785252058	0	227.760071634941	129.779020943266	67.1595288965869	0
"SAMPLE261"	0.298965727506009	1	13.073663979746	0	232.863078943887	110.806319224546	89.2569378518217	0
"SAMPLE120"	0.299801033896229	1	13.7337091356845	0	220.700252378708	102.514364618445	109.051673867163	0
"SAMPLE230"	0.304180541084511	1	17.3617260684457	11.3133192746064	225.672506610058	102.889596114155	88.7628519327345	0
"SAMPLE838"	0.305642331059592	1	11.9769363799384	0	230.148672304771	122.48677729482	81.3876140204705	0
"SAMPLE57"	0.306241021069916	1	20.6503775185808	15.5817914484252	222.00771113356	110.671850535584	77.0882693638494	0
"SAMPLE496"	0.308061847739373	1	15.3973113884853	0	224.232485269985	114.41226102462	91.9579423169096	0
"SAMPLE871"	0.308169032553532	1	17.8164879232046	24.4176381810025	191.55280495514	121.930998301155	90.2820706394978	0
"SAMPLE294"	0.308181102543287	1	15.7663539459036	14.723332633864	217.710207073826	113.563005204565	84.237101141842	0
"SAMPLE585"	0.311951359002035	1	18.7419362457688	15.45764431542	202.570721156684	138.246312239886	70.9833860422414	0
"SAMPLE73"	0.31204928351087	1	15.8145341419485	12.5251134362501	237.441132530038	92.5970983496782	87.622121542085	0
"SAMPLE284"	0.314600827918451	1	22.8385209213894	0	225.333300226322	111.170184819512	86.657994032777	0
"SAMPLE748"	0.318825672089275	1	0	16.0761645775215	230.446470239698	118.393060724657	81.0843044581242	0
"SAMPLE964"	0.322678083752385	1	16.6632746021011	17.3211028186847	194.544228250905	151.336388773547	66.1350055547614	0
"SAMPLE198"	0.323051426938537	1	19.4124324280911	13.495274647667	199.772489643063	126.497503342216	86.8222999389632	0
"SAMPLE953"	0.327571854644981	1	14.3179655111601	12.2919488153694	237.918648649287	95.7691761129853	85.7022609111981	0
"SAMPLE742"	0.332185881066882	1	18.5342497875115	15.8064809101159	236.072937868777	100.276950000982	75.3093814326137	0
"SAMPLE525"	0.336576741135282	1	15.2802514645025	14.2414541644275	222.669221400767	108.452194846722	85.3568781235805	0
"SAMPLE262"	0.336767621980388	1	25.2014665353832	0	208.414348534243	126.76542559759	85.6187593327839	0
"SAMPLE304"	0.337597116277713	1	21.7091346348569	0	233.495310675288	103.764367577834	87.0311871120214	0
"SAMPLE330"	0.338611192149033	1	24.3879055611935	21.7857255532404	224.741351261461	93.7367653180748	81.3482523060303	0
"SAMPLE386"	0.339141290969361	1	14.1467066965377	14.5196610832366	215.247490341004	113.672465570215	88.4136763090069	0
"SAMPLE906"	0.3425209021081	1	13.9306738783658	0	242.425497114632	105.722446909808	83.9213820971944	0
"SAMPLE949"	0.343659102137173	1	11.8482775479664	0	244.8678032154	113.248068896187	76.0358503404467	0
"SAMPLE934"	0.345435334946854	1	16.3978532324411	16.2032829617846	236.606350646478	92.8454106731585	83.9471024861379	0
"SAMPLE500"	0.345671428672548	1	12.9269858754225	0	252.597427333622	82.2991484739269	98.1764383170285	0
"SAMPLE21"	0.349582591317488	1	11.9884838199531	0	217.429989105603	130.651578235688	85.9299488387555	0
"SAMPLE355"	0.350174912876011	1	19.0655223803804	0	235.558269282628	90.9972532688276	100.378955068164	0
"SAMPLE718"	0.351160185429191	1	14.5679238535198	0	243.069675468948	111.800467536775	76.5619331407576	0
"SAMPLE677"	0.353973936494696	1	0	12.7031144156607	205.442899120677	151.969524346041	75.8844621176217	0
"SAMPLE721"	0.357951103106051	1	17.8000009441748	25.9873488628807	224.178626855022	103.808588644759	74.225434693164	0
"SAMPLE455"	0.361428702523393	1	12.2977226251444	0	237.365415239801	131.656902461753	64.6799596733015	0
"SAMPLE111"	0.362242121591964	1	20.071911694666	15.1417754103324	225.399958390294	91.1545154735931	94.2318390311144	0
"SAMPLE852"	0.364078909755448	1	17.2000963340967	17.0139765894228	233.131220780544	101.737305471444	76.9174008244929	0
"SAMPLE510"	0.365040905567747	1	0	12.8726528000532	251.497552692343	106.270135659441	75.3596588481632	0
"SAMPLE844"	0.367511368091499	1	11.9096986909111	0	238.43596308982	123.755470492864	71.8988677264056	0
"SAMPLE689"	0.368127900023745	1	19.0127018339762	0	235.840829024526	109.602745089218	81.5437240522801	0
"SAMPLE463"	0.375188190855655	1	17.4040748716038	14.9113991935639	217.890104312633	104.587401294795	91.2070203274044	0
"SAMPLE220"	0.375501811234796	1	18.010757601635	23.3376278725774	224.644791663385	95.4399412724401	84.5668815899622	0
"SAMPLE271"	0.376147925344618	1	12.4755485683202	0	246.331328483654	111.60007239163	75.5930505563952	0
"SAMPLE232"	0.377604486639152	1	0	15.1717611285217	223.197656729974	136.188465754119	71.4421163873851	0
"SAMPLE314"	0.377918965180692	1	19.9445297177234	13.2462438737664	212.217504374728	130.058859550133	70.5328624836492	0
"SAMPLE700"	0.378475203516669	1	20.3192529745916	17.171444932709	219.64582734304	118.021792797197	70.8416819524624	0
"SAMPLE3"	0.380638401720533	1	12.9672793895403	16.3200161991124	211.764681211855	125.637431971834	79.3105912276578	0
"SAMPLE883"	0.380793768185966	1	19.4101254785786	0	242.995991962079	101.762244147892	81.8316384114508	0
"SAMPLE975"	0.382644669761656	1	20.6159270457673	0	225.696244746091	107.975899229149	91.7119289789932	0
"SAMPLE849"	0.385002324820008	1	10.7813093824585	0	241.982011216268	109.228771482342	84.0079079189315	0
"SAMPLE846"	0.388264898164021	1	16.6790995765855	14.3408931061783	223.296931845763	120.404279104952	71.2787963665219	0
"SAMPLE457"	0.389296980454854	1	20.0312705874811	13.1279462567418	203.172178751804	142.463592288218	67.2050121157552	0
"SAMPLE777"	0.390867094952024	1	16.2012129188387	0	247.985848680934	86.3409402101323	95.4719981900949	0
"SAMPLE642"	0.390981565123381	1	0	0	262.103448471757	107.684969216471	76.2115823117726	0
"SAMPLE554"	0.392743576958951	1	16.5316807026315	21.2143869961857	224.780109142662	89.4339014729123	94.0399216856087	0
"SAMPLE375"	0.394122522167345	1	15.6927830053639	17.6563062160359	246.282375512793	82.3683588769632	84.0001763888442	0
"SAMPLE288"	0.394366583995481	1	22.8280705082873	20.5383742750182	215.831783748116	105.266385082432	81.5353863861461	0
"SAMPLE12"	0.394981215050054	1	0	13.5114578711865	203.620082979832	161.882463194418	66.9859959545627	0
"SAMPLE744"	0.395864467756047	1	14.6284870702919	0	228.426027630493	126.75762779518	76.1878575040353	0
"SAMPLE715"	0.396410664787375	1	0	26.5844457111679	229.463855420156	105.08513871281	84.8665601558662	0
"SAMPLE646"	0.397449413869753	1	17.3138428796825	14.8678252172118	213.959954651998	131.220384103201	68.6379931479067	0
"SAMPLE538"	0.397519386565451	1	0	14.4362860301603	230.90840373623	117.459079956916	83.1962302766934	0
"SAMPLE492"	0.39893585194939	1	24.3920584300792	18.3710490083498	196.854381613166	127.533054424292	78.8494565241133	0
"SAMPLE371"	0.399017122177955	1	0	12.6776912015911	232.095984456465	106.941371742356	94.2849525995881	0
"SAMPLE847"	0.399712801061652	1	0	15.504785264777	239.305728098628	112.508395702322	78.6810909342732	0
"SAMPLE293"	0.405957891909201	1	0	14.9741443574349	220.717927104833	121.804386725048	88.5035418126842	0
"SAMPLE755"	0.407495638058105	1	14.7178619041573	13.0230510211083	224.341603963904	113.184393447183	80.7330896636465	0
"SAMPLE598"	0.408563095659792	1	0	0	251.571292030404	121.00064117475	73.4280667948457	0
"SAMPLE171"	0.412077158086792	1	16.2681342106003	0	250.494610445121	117.952887313556	61.2843680307229	0
"SAMPLE122"	0.412352852329014	1	0	15.0300222596297	235.584844666529	112.417742966374	82.9673901074678	0
"SAMPLE762"	0.412663285647384	1	12.4053572574437	17.9606357486231	203.732035820046	117.377052378785	94.5249187951021	0
"SAMPLE125"	0.413767567929737	1	18.0501302973922	14.633353661541	224.383302563612	114.557812463606	74.3754010138485	0
"SAMPLE461"	0.413792085956908	1	21.6971953596964	14.6020641707946	252.777489342131	76.3293662818214	80.5938848455564	0
"SAMPLE779"	0.415372753631101	1	16.3339283668261	0	259.061390355154	84.1308696926123	86.4738115854071	0
"SAMPLE206"	0.415621944097118	1	0	0	250.638929765361	110.222839501424	85.1382307332153	0
"SAMPLE925"	0.415874340612663	1	17.3250354019357	0	246.495546915285	89.7246009799758	92.4548167028039	0
"SAMPLE464"	0.418515378655495	1	12.8345991457084	0	273.984163660467	60.5368398449483	98.6443973488767	0
"SAMPLE979"	0.420344458959896	1	17.8025733872412	11.2742286767648	231.960385897724	81.6057795335674	103.357032504703	0
"SAMPLE92"	0.428040735569431	1	13.0029586076329	0	243.190572204035	100.236008292389	89.570460895943	0
"SAMPLE407"	0.429221215968936	1	28.7337709752738	14.668809816195	205.213903258465	104.653145677613	92.7303702724525	0
"SAMPLE75"	0.429670195270912	1	0	15.1155097010989	242.769419067407	104.22756935353	83.8875018779646	0
"SAMPLE657"	0.430227651086585	1	0	15.0577945852633	247.264827517846	96.6636862170004	87.0136916798901	0
"SAMPLE205"	0.431016431082479	1	17.4219410161306	12.3015258561157	219.425464774182	120.367167508808	76.4839008447635	0
"SAMPLE658"	0.432102292892055	1	23.2224281116815	12.5059943216219	213.908980364842	110.467813336155	85.8947838656997	0
"SAMPLE189"	0.433168757720867	1	19.529440625179	20.9542665604069	213.260523899569	113.611579834879	78.6441890799658	0
"SAMPLE13"	0.438048482054973	1	16.3475403764443	12.0893487466988	228.744402351962	119.048492720187	69.7702158047078	0
"SAMPLE514"	0.43875947765687	1	0	0	274.869324740226	93.4321392191404	77.6985360406334	0
"SAMPLE948"	0.43927247327801	1	0	0	260.754309092759	128.851327060257	56.3943638469832	0
"SAMPLE11"	0.440756548142299	1	14.0496675925849	16.6215136207792	217.898615815141	126.643947321825	70.7862556496696	0
"SAMPLE855"	0.449951601499553	1	20.6097916307453	0	219.828682491993	111.754420459162	93.8071054181003	0
"SAMPLE561"	0.454238670442445	1	13.0339809748891	18.5641210061213	216.45485253588	115.207824195714	82.7392212873948	0
"SAMPLE592"	0.454480626482825	1	13.3953872510949	16.7083271924669	214.83700442998	115.412371818528	85.6469093079299	0
"SAMPLE434"	0.458439571017424	1	20.1059430812085	11.3088878303067	234.560876878797	101.913633518216	78.1106586914723	0
"SAMPLE641"	0.458967090311238	1	20.2153635599455	12.3239269300026	234.601377872269	102.200593477122	76.658738160661	0
"SAMPLE738"	0.460626363804882	1	18.3730149405377	12.7748827142522	227.462851110945	111.145412507829	76.2438387264363	0
"SAMPLE608"	0.461662591966487	1	15.2679238004326	0	232.478613230071	116.881645654637	81.3718173148595	0
"SAMPLE97"	0.466289038417383	1	24.5335589276756	22.2776268804412	225.153970388412	87.6782077028212	86.3566361006499	0
"SAMPLE381"	0.470875005165528	1	13.7180726143009	13.961162009932	219.730202992475	110.832301354644	87.7582610286474	0
"SAMPLE583"	0.473897105754226	1	18.2286694803348	12.9346761731623	233.92976867713	102.526660737238	78.3802249321351	0
"SAMPLE374"	0.476031144327389	1	0	19.1940390639289	199.565435480558	166.645115727227	60.5954097282865	0
"SAMPLE59"	0.477560675878261	1	20.7768449768462	18.3832140933492	187.368599737321	127.901881621863	91.5694595706201	0
"SAMPLE319"	0.477908929599643	1	15.7958220396679	15.6836031200202	216.767903988844	116.329877823773	81.4227930276941	0
"SAMPLE32"	0.483696159557594	1	19.6045147625601	12.8311378609662	220.313140724743	103.577114372204	89.6740922795269	0
"SAMPLE376"	0.493230485868018	1	14.3790778226917	0	228.713710577756	132.431014316124	70.4761972834282	0
"SAMPLE45"	0.494010588416455	1	18.8211693463923	14.6069843546758	219.96083136685	107.787969192169	84.8230457399134	0
"SAMPLE168"	0.494345928619748	1	0	13.1017280118067	246.337163188193	105.218417025169	81.3426917748308	0
"SAMPLE791"	0.498275557695969	1	13.8271909778977	12.7819594106508	242.161821573071	96.6424158169167	80.5866122214635	0
"SAMPLE873"	0.498422600532205	1	0	15.6215690933082	196.735914605354	147.680467259432	85.9620490419055	0
"SAMPLE60"	0.499567624231908	1	14.083016677345	16.4163358009085	225.750095709328	89.2366179479418	100.513933864477	0
"SAMPLE698"	0.500760490008236	1	15.8720840292385	13.6577334695279	213.065232245446	120.371778880619	83.0331713751685	0
"SAMPLE491"	0.50243419937201	1	0	0	242.474380529769	133.695162356912	69.8304571133197	0
"SAMPLE258"	0.503188419446938	1	0	16.6505532197756	218.176856401109	126.021900144757	85.1506902343585	0
"SAMPLE402"	0.503743136402192	1	17.6065414671672	12.720910290109	231.980565497743	93.1017338773577	90.5902488676236	0
"SAMPLE508"	0.505002190674101	1	14.0540472875877	12.8848213798095	216.266147916589	127.395747633279	75.3992357827349	0
"SAMPLE1"	0.505516972577705	1	15.6945793692731	18.9207942645912	217.131802198601	119.711766350371	74.5410578171628	0
"SAMPLE937"	0.506716287293337	1	12.0049244064317	11.97539530189	228.129740100786	114.746431058923	79.1435091319699	0
"SAMPLE957"	0.507195761946695	1	18.9982619979511	0	232.272027620568	115.830041296426	78.8996690850558	0
"SAMPLE133"	0.508317401271051	1	21.6734186049276	0	235.009053963542	106.651078220204	82.6664492113265	0
"SAMPLE212"	0.5097324035247	1	0	0	222.818874288832	145.617639407304	77.5634863038642	0
"SAMPLE404"	0.509981423349739	1	19.5558037150937	15.2783596406963	242.948189777762	88.542793967302	79.6748528991459	0
"SAMPLE65"	0.511412120132675	1	22.0131592240735	0	240.045273505901	81.8508291875963	102.09073808243	0
"SAMPLE620"	0.511482516444154	1	0	13.3319814232583	220.426275359752	132.917120306622	79.3246229103682	0
"SAMPLE994"	0.513355023601382	1	21.8446581094892	0	230.73643454394	115.008771813661	78.4101355329099	0
"SAMPLE946"	0.514631306741561	1	19.1358847289901	15.8395169977034	223.794447129443	98.0106710241848	89.2194801196785	0
"SAMPLE666"	0.515419585299153	1	24.9411592782115	0	228.580021155828	93.0869078960254	99.3919116699351	0
"SAMPLE356"	0.517031246897606	1	0	20.6174930598013	223.411759808221	131.905117644791	70.0656294871872	0
"SAMPLE993"	0.517954024930078	1	16.2325581881654	11.5638098918216	219.407971937002	117.744123179891	81.0515368031199	0
"SAMPLE685"	0.523138892496587	1	17.2927448859108	18.8832447324423	230.001874574141	75.8604379013346	103.961697906171	0
"SAMPLE421"	0.523765274482442	1	11.4162490842033	0	258.888075896956	81.07519294988	94.6204820689605	0
"SAMPLE737"	0.527434965752367	1	16.9830662614528	11.7429076530581	198.848868650609	139.589721839262	78.8354355956186	0
"SAMPLE563"	0.528914402286537	1	18.013340744417	15.5033259236093	213.266902114936	126.287315078812	72.9291161382256	0
"SAMPLE49"	0.532637798812712	1	19.9619685867674	13.0199246107007	212.210742966559	105.850516407847	94.9568474281264	0
"SAMPLE39"	0.536332863282972	1	15.6008598855571	14.3753581118235	230.573103367802	106.180034607698	79.2706440271196	0
"SAMPLE207"	0.539979646006052	1	13.9211636108585	19.1607965387533	210.138668353896	121.31602656908	81.4633449274126	0
"SAMPLE862"	0.540046113625815	1	15.9622578361991	0	258.897357893213	89.5931375915721	81.5472466790162	0
"SAMPLE645"	0.543585740039221	1	14.1989549186474	17.3993666222044	209.123367346545	136.280766906073	68.9975442065297	0
"SAMPLE624"	0.547030745949319	1	13.5399865171843	0	214.303906456918	137.075837033358	81.0802699925393	0
"SAMPLE15"	0.547519335294713	1	17.924050590983	14.8933835241504	247.810678063503	77.9526708115939	87.41921700977	0
"SAMPLE144"	0.548058542479419	1	19.2735753289249	23.4251635332232	215.804882145189	127.082165140982	60.4142138516809	0
"SAMPLE435"	0.549478578838068	1	0	16.4323582622711	214.427167814214	153.586230551673	61.5542433718423	0
"SAMPLE916"	0.549770615662333	1	17.3739205563589	18.5078097393099	202.854397039075	111.81575737491	95.4481152903458	0
"SAMPLE482"	0.551568225962124	1	17.5360726267503	15.164872146854	226.271039021812	119.580029288112	67.4479869164718	0
"SAMPLE813"	0.552255922742494	1	0	15.2739693164096	245.874742171575	109.684588930208	75.1666995818078	0
"SAMPLE826"	0.553947479710795	1	21.1374507310963	14.9924705836264	245.699621239731	51.2243004727381	112.946156972809	0
"SAMPLE760"	0.554054750912756	1	16.5929775944786	14.2389291258403	215.78461600686	120.939134776765	78.4443424960566	0
"SAMPLE449"	0.554183653104512	1	19.0658750257635	0	263.356517846832	86.787379431894	76.790227695511	0
"SAMPLE76"	0.554814198022582	1	15.5330389337965	0	241.487928949771	111.968579433294	77.0104526831386	0
"SAMPLE164"	0.557676213761134	1	16.6953082143725	15.9292846615987	237.184528690122	94.288206367113	81.9026720667938	0
"SAMPLE322"	0.559376259192537	1	17.32298367149	13.1197895119648	220.149087717161	119.138183635217	76.2699554641679	0
